description;class
entreprises d electricite generale    ;False
entreprises de menuiserie    ;False
entreprises d electricite generale    ;False
entreprises d electricite generale    ;False
entreprises de menuiserie    ;False
entreprises d electricite generale    ;False
activite non renseignee    ;False
entreprises de peinture    ;False
portes  portails bardage isolation de maison  de comble  par l exterieur menuiserie exterieure  interieure  traditionnelle  d agencement  en pvc  en aluminium restauration marques atlantem silverwood vendome produits portes de garage motorisees portails fenetres reseaux solabaie rge eco artisan eco responsable portes  portails menuiserie pvc portes de garage bardage quincailleries fenetres entreprises de menuiserie travaux d isolation depuis 30 ans a votre service  notre entreprise vous accueille dans son showroom a saint hilaire du harcouet et vous propose l ensemble de ses services en travaux de menuiserie nous realisons la pose de fermetures mais effectuons aussi de la renovation selon les demandes passionnes par notre metier  notre equipe est constituee de techniciens qualifies qui vous accompagnent et vous conseillent sur tous vos projets ;False
entreprises de menuiserie menuiserie aluminium menuiserie pvc menuiserie bois produits volets  entreprises de menuiserie plaquistes pose de carrelages  de dallages entreprises de maconnerie ;False
constructions metalliques serrurerie industrielle services maintenance sur site montage sur site bureau d etudes   ;False
entreprises de menuiserie    ;False
activite non renseignee    ;False
entreprises de peinture peinture de sol peinture de volets   ;False
travaux d isolation    ;False
entreprises de maconnerie    ;True
clotures  barrieres    ;False
entreprises d electricite generale    ;False
constructeurs de maisons individuelles    ;False
entreprises de demoussage  de traitement des toitures   entreprises de demoussage  de traitement des toitures charpentes entreprises de couverture ;True
entreprises de peinture    ;False
entreprises de menuiserie menuiserie bois restauration de menuiserie menuiserie sur mesure produits escaliers parquets portes fenetres   ;False
plombiers   plombiers vente  installation de chauffage ;False
entreprises d electricite generale electricite industrielle depannage eclairage reseaux informatiques cablage d armoires intervention rapide devis sans frais marques legrand schneider electric produits systemes de chauffage  de ventilation tableaux electriques garantie decennale artisan  specialisee dans les installations electriques  notre entreprise intervient pour tous vos travaux  en neuf comme en renovation forts d une experience de plus de 30 ans dans les secteurs du batiment  tertiaire  industriel  maintenance et bureau d etude  nous vous apportons toutes les solutions d electricite necessaires au confort de vos locaux ;False
plombiers    ;False
pose de carrelages  de dallages renovation de cuisine  de salle de bains  de piscine revetement de mur  de sol pose de mosaique  de pave  de faience restauration de ceramique poncage de marbre decoupe destockage traitement artisan pose de carrelages  de dallages vente de carrelages  de dallages si vous avez envie de renover votre logement  pensez a remplacer le sol de vos pieces de vie et de vos espaces exterieurs jean francois cot et son equipe se chargent de retirer votre ancien carrelage afin de pouvoir poser un nouveau demandez un devis gratuit ;False
entreprises de peinture    ;False
entreprises de peinture peinture de sol peinture de volets   ;False
entreprises de menuiserie menuiserie d agencement menuiserie bois restauration de menuiserie restauration de patrimoine ancien menuiserie sur mesure produits parquets lambris portes portes d entree baies vitrees volets fenetres portes fenetres portes de garage portails verandas placards dressing escaliers bibliotheques sur mesure meubles sur mesure   ;False
entreprises de platrerie    ;False
plombiers    ;False
entreprises de platrerie    ;False
location de materiel pour entrepreneurs    ;False
eclairage public   eclairage public entreprises d electricite generale ;False
vente  pose de revetements de sols et de murs peinture en trompe l oeil  vente  pose de revetements de sols et de murs entreprises de peinture ravalement de facades papiers peints ;False
entreprises de peinture vente de revetements muraux pose de revetements de sol vente de peintures de haute qualite travaux de peinture pose de toiles de verre devis gratuit pose de revetements muraux vitrification de parquets vente de peintures ecologiques vente de revetements de sol pret d echantillon devis gratuit et rapide marques bolon flotex gerflor tarke produits papier peint fibre de verre parquet massif  flottant moquette sol souple  vinyle  entreprises de peinture vente  pose de revetements de sols et de murs ravalement de facades papiers peints renovation de parquets sols vinyles vente de parquets moquettes  tapis peinture en batiment peinture de decoration nettoyage de facades pose  entretien  vitrification de parquets le revetement du sol au plafond  venez decouvrir notre magasin d exposition  ou vous trouverez tout le materiel necessaire pour realiser vos travaux de decoration nous mettons a votre disposition un grand choix de peintures de haute qualite et ecologiques  ainsi que des revetement muraux  et de sols  clientele professionnels;False
menuiserie metallique fabrication sur mesure pose de baie vitree portail produits escalier en fer fenetre de toit garde corps volet metallique chassis escalier porte porte de garage produits  prestations et services verriere type de menuiserie volet   ;False
entreprises de peinture    ;False
constructeurs de maisons individuelles renovation de maison agrandissement de maison terrains a construire eco construction   ;True
paysagistes amenagement de balcon debroussaillage desherbage jardin anglais jardin au carre jardin japonais maconnerie paysagere paillage taille d arbre taille de haie tonte de gazon traitement des arbres arrosage arrosage automatique decorations minerales produits cloture en gabion jardin exotique jardin zen jardin a la francaise muret arrosage goutte a goutte pelouse plantation les moyens de paiement  paysagistes installation  maintenance d arrosage clotures  barrieres amenagement  entretien de jardins  de parcs ;False
